STIME          TIME             UID   PID D    BLOCK   SIZE       COMM PATHNAME
514311721660   514311721802     501 50029 W 52783869   4096    firefox ??/126/{9804088c-7734-044a-8a8b-09054b9a8f7e}.tmp
514311721807   514311721943     501 50029 W 24454411   8192    firefox ??/126/{9804088c-7734-044a-8a8b-09054b9a8f7e}.tmp
514311856884   514311857217     501 50029 W 52783870  12288    firefox ??/entries/B939C1B9C8C65486AA50DEC08858C921E82E2DE7
514311969043   514311969351     501 50029 W 52783873  12288    firefox ??/entries/3F68354C571E8C716A2C5450651F171FF2953D72
514312000642   514312001004     501 50029 W 52783876  12288    firefox ??/entries/AF0B2077BECD7BE97B0D0366418BA022B180626D
514312011975   514312012279     501 50029 W 52783879  24576    firefox ??/entries/98AF37B56B40DB644FFA618A50999EAFA25D68AE
514312012332   514312012501     501 50029 W 32510726  12288    firefox ??/entries/98AF37B56B40DB644FFA618A50999EAFA25D68AE
514312013338   514312013637     501 50029 W 52783885   8192    firefox ??/entries/2760F500F4C97FFB33E7D138D05AF5E206645374
514312013719   514312013877     501 50029 W 32510729  12288    firefox ??/entries/2760F500F4C97FFB33E7D138D05AF5E206645374
514312024255   514312024592     501 50029 R 51962096   4096    firefox ??/z05qnvsv.default/webappsstore.sqlite-wal
514312024827   514312025160     501 50029 R 51962104   4096    firefox ??/z05qnvsv.default/webappsstore.sqlite-wal
514312050959   514312051237     501 50029 W 52783887   4096    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite-journal
514312052174   514312052448     501 50029 W 24454415   4096    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite
514312052605   514312052721     501 50029 W 24454416   4096    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite
514312053976   514312054187     501 50029 W 52783888   4096    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite-journal
514312054638   514312054771     501 50029 W 18953695   4096    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite-journal
514312055085   514312055223     501 50029 W 24454415   4096    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite
514312058386   514312058527     501 50029 W 52783889   4096    firefox ??/idb/3211250388sbwdpsunsohintoatciif.sqlite-wal
