STIME          TIME             UID   PID D    BLOCK   SIZE       COMM PATHNAME
513594015051   513594015160     501 50029 W 52149972   4096    firefox ??/entries/4A85535B99A7BF1E40B0D525E8204860ADE9035D
513594015113   513594015236     501 50029 W 24453965   8192    firefox ??/entries/4A85535B99A7BF1E40B0D525E8204860ADE9035D
513594016103   513594016371     501 50029 R 24453861   8192    firefox ??/entries/251EBA4E838DB4F905E26D1BF4221E83B0348403
513594016453   513594016659     501 50029 R 52406529   4096    firefox ??/entries/251EBA4E838DB4F905E26D1BF4221E83B0348403
513594040050   513594040395     501 50029 W 52412199   4096    firefox ??/entries/7E07AF189BA3D0102F9EC0F3D2391533161807E7
513594040372   513594040608     501 50029 W 24454193   8192    firefox ??/entries/7E07AF189BA3D0102F9EC0F3D2391533161807E7
513594060228   513594060478     501 50029 W 52412200   4096    firefox ??/entries/251EBA4E838DB4F905E26D1BF4221E83B0348403
513594060493   513594060647     501 50029 W 24454195   8192    firefox ??/entries/251EBA4E838DB4F905E26D1BF4221E83B0348403
513594068474   513594068824     501 50029 W 52149966  28672    firefox ??/entries/4A85535B99A7BF1E40B0D525E8204860ADE9035D
513594068693   513594068965     501 50029 W 24453965   8192    firefox ??/entries/4A85535B99A7BF1E40B0D525E8204860ADE9035D
513594068942   513594069587     501 50029 W 52412201 188416    firefox ??/entries/4A85535B99A7BF1E40B0D525E8204860ADE9035D
513594077495   513594077714     501 50029 W 52412261   4096    firefox ??/entries/686EB0CB4946ECFDED0006C6ADED1C835ACD56BB
513594077715   513594077862     501 50029 W 24454199   8192    firefox ??/entries/686EB0CB4946ECFDED0006C6ADED1C835ACD56BB
513594162392   513594163058     501 50029 R 24453969   8192    firefox ??/entries/CA571E69EF7208CFFC71A65A473A3A25EDC94251
513594163324   513594163602     501 50029 R 52149974   4096    firefox ??/entries/CA571E69EF7208CFFC71A65A473A3A25EDC94251
513594177072   513594177359     501 50029 W 52412262   4096    firefox ??/entries/48FCB8A49A1B529BBE63CFDF20435D8E53FE0F2E
513594177449   513594177589     501 50029 W 32511387  12288    firefox ??/entries/48FCB8A49A1B529BBE63CFDF20435D8E53FE0F2E
